time,emg1,emg2,label
1776066795.5305285,12,42,1
1776066795.5305285,12,42,1
1776066795.5305285,12,42,1
1776066795.5305285,12,42,1
1776066795.5315356,12,44,1
1776066795.5328898,14,44,1
1776066795.536087,14,44,1
1776066795.537469,14,46,1
1776066795.539128,14,46,1
1776066795.5401502,14,48,1
1776066795.5434682,14,46,1
1776066795.5454853,14,48,1
1776066795.5468893,14,48,1
1776066795.5489323,14,48,1
1776066795.5512376,14,50,1
1776066795.5535018,14,48,1
1776066795.554939,14,50,1
1776066795.555945,14,50,1
1776066795.5595262,14,50,1
1776066795.5615187,14,52,1
1776066795.5629394,14,50,1
1776066795.5639448,14,50,1
1776066795.5672185,14,50,1
1776066795.5689874,14,50,1
1776066795.5709386,16,48,1
1776066795.5719903,16,48,1
1776066795.5755851,16,48,1
1776066795.5775597,16,48,1
1776066795.5789392,16,48,1
1776066795.5799446,16,50,1
1776066795.5835605,16,50,1
1776066795.5851362,16,50,1
1776066795.5868855,14,50,1
1776066795.5883124,16,50,1
1776066795.591571,14,52,1
1776066795.5935633,16,52,1
1776066795.594989,14,52,1
1776066795.5959947,14,52,1
1776066795.5995703,16,52,1
1776066795.6017163,14,52,1
1776066795.6035664,14,54,1
1776066795.6055772,14,54,1
1776066795.607614,14,54,1
1776066795.6089895,14,52,1
1776066795.6099951,14,52,1
1776066795.6136076,14,52,1
1776066795.6156206,14,52,1
1776066795.6170142,14,54,1
1776066795.6197002,12,54,1
1776066795.6216023,12,54,1
1776066795.6230145,12,54,1
1776066795.6250973,12,54,1
1776066795.6275952,12,52,1
1776066795.6296122,12,52,1
1776066795.6310387,12,52,1
1776066795.6320448,12,52,1
1776066795.635782,12,52,1
1776066795.6376514,12,52,1
1776066795.6390643,12,50,1
1776066795.64007,12,52,1
1776066795.6436663,12,50,1
1776066795.6456583,12,52,1
1776066795.6470642,12,52,1
1776066795.649088,12,52,1
1776066795.651373,12,52,1
1776066795.653652,12,52,1
1776066795.6550891,12,48,1
1776066795.656103,12,50,1
1776066795.659666,12,48,1
1776066795.6616764,12,46,1
1776066795.663064,12,46,1
1776066795.6640694,12,46,1
1776066795.6670892,12,46,1
1776066795.6695316,12,46,1
1776066795.6706095,12,48,1
1776066795.673722,12,48,1
1776066795.675762,12,48,1
1776066795.677762,12,48,1
1776066795.6788206,12,48,1
1776066795.6813595,12,48,1
1776066795.6834824,12,48,1
1776066795.685513,12,46,1
1776066795.687569,12,46,1
1776066795.6891105,14,46,1
1776066795.6912076,14,48,1
1776066795.6932077,14,46,1
1776066795.6942089,12,46,1
1776066795.6977606,12,46,1
1776066795.69979,12,46,1
1776066795.701971,12,44,1
1776066795.7023478,12,44,1
1776066795.7052412,12,42,1
1776066795.7072673,12,42,1
1776066795.7092764,12,40,1
1776066795.7102973,12,40,1
1776066795.7138743,12,40,1
1776066795.7159262,12,40,1
1776066795.7169476,12,38,1
1776066795.7188864,12,38,1
1776066795.721759,12,38,1
1776066795.723787,12,38,1
1776066795.725164,12,38,1
1776066795.7261693,12,38,1
1776066795.7298036,12,38,1
1776066795.7318165,12,36,1
1776066795.733189,12,36,1
1776066795.7353306,12,36,1
1776066795.7372625,12,36,1
1776066795.7397842,12,36,1
1776066795.741201,12,36,1
1776066795.7438319,12,36,1
1776066795.7458358,12,36,1
1776066795.7472138,12,36,1
1776066795.7492237,12,36,1
1776066795.7515433,12,38,1
1776066795.7537966,12,38,1
1776066795.7559206,12,38,1
1776066795.7559206,12,38,1
1776066795.759809,12,38,1
1776066795.761869,14,40,1
1776066795.7632637,14,40,1
1776066795.7642694,14,40,1
1776066795.7675123,14,42,1
1776066795.7698038,14,40,1
1776066795.7714665,14,42,1
1776066795.7734647,14,40,1
1776066795.775859,14,40,1
1776066795.7779038,14,40,1
1776066795.779879,14,40,1
1776066795.7808962,14,42,1
1776066795.7838738,14,42,1
1776066795.7856374,12,42,1
1776066795.7877085,12,42,1
1776066795.7877085,12,42,1
1776066795.791903,12,42,1
1776066795.793909,12,40,1
1776066795.7952886,12,40,1
1776066795.7962937,12,38,1
1776066795.799281,12,38,1
1776066795.8026023,12,38,1
1776066795.80378,12,36,1
1776066795.80378,12,36,1
1776066795.807909,12,36,1
1776066795.809945,12,36,1
1776066795.8113139,12,36,1
1776066795.8123193,12,36,1
1776066795.8159273,12,36,1
1776066795.8173392,12,34,1
1776066795.8200734,12,34,1
1776066795.8200734,12,34,1
1776066795.8239338,12,34,1
1776066795.825953,12,34,1
1776066795.827339,12,34,1
1776066795.8283453,12,36,1
1776066795.8319092,12,36,1
1776066795.8333642,12,36,1
1776066795.835805,12,36,1
1776066795.835805,12,36,1
1776066795.8399947,12,38,1
1776066795.8419526,12,38,1
1776066795.8433638,12,38,1
1776066795.8443694,12,38,1
1776066795.8479588,14,38,1
1776066795.849364,14,38,1
1776066795.8523085,14,38,1
1776066795.8523085,14,38,1
1776066795.8559842,14,40,1
1776066795.8580067,14,40,1
1776066795.8593888,14,40,1
1776066795.8604298,12,40,1
1776066795.8639987,12,42,1
1776066795.8660018,12,42,1
1776066795.8673484,12,42,1
1776066795.8687055,12,42,1
1776066795.8719838,12,42,1
1776066795.8740277,14,42,1
1776066795.8754137,12,40,1
1776066795.876419,14,40,1
